Tipo	ID	Tema	Título	PalClv	Autores	Resumen
oral	ID: 199 	Macroecología y Biogeografía	CONSERVACIÓN DE NICHO Y EQUILIBRIO BIOGEOGRÁFICO PARA LA ESPECIE INVASORA SCHINUS MOLLE EN MÉXICO	Invasiones biológicas, Andes sudamericanos, Pirul, nicho climático. 	JorgeEnriqueRamírezAlbores,RamiroBustamante,ErnestoIvánBadano	Se asume que las plantas invasoras conservan su nicho cuando arriban a nuevas áreas geográficas. Así, durante el proceso de invasión, solamente colonizan aquellos sitios con condiciones ambientales similares a las que predominan en su rango de distribución nativo. Este proceso continuará hasta que alcancen el equilibrio biogeográfico, lo que ocurre cuando ocupan todos los sitios disponibles para su establecimiento en el área invadida. La región andina de Perú y Bolivia posee una notable convergencia climática con México central, donde predominan climas semiáridos. Así, estas regiones son un sistema interesante para probar las teorías de conservación de nicho y equilibrio biogeográfico en especies invasoras. Este estudio pone a prueba ambas teorías utilizando como especie modelo al Pirul (Schinus molle), una especie nativa de los Andes en Sudamérica que ha invadido México central. Para ello, primero comparamos las condiciones ambientales de sitios donde se ha reportado la presencia del Pirul entre sus rangos de distribución nativo (Sudamérica) e invadido (México). Además, utilizamos modelos de distribución geográfica para estimar el nicho climático de esta especie en Sudamérica y México. Ambos modelos fueron proyectados sobre México para estimar su distribución geográfica potencial en este país. Nuestros resultados indican que el nicho climático del Pirul está fuertemente conservado en México, es decir que ocupa un subconjunto del nicho climático que posee en Sudamérica y deja fuera una fracción sustancial de este nicho climático. Las comparaciones de los modelos de distribución del Pirul proyectan que tanto en la región invadida como la nativa, comparten áreas climáticas similares. Sin embargo, la proyección del área de ocupación a partir del modelo generado con datos tomados en México sobre-predicen su distribución geográfica. Así, concluimos que el nicho climático del Pirul en México está conservado y que además se encuentra en equilibrio biogeográfico.
oral	ID: 206 	Macroecología y Biogeografía	PATRONES DE DIVERSIDAD Y DISTRIBUCIÓN LATITUDINAL DE ROEDORES CAVIOMORFOS EN EL CONTINENTE AMERICANO	Rapoport, rangos geográficos, tamaño corporal, franjas latitudinales, ecuador. 	AvrilFigueroadeLeón,SandraChediack	En la mayoría de los taxones, se ha observado que la diversidad disminuye hacia los polos y que los tamaños corporales y rangos de distribución de las especies decrecen hacia el ecuador (Regla de Rapoport). Se identificaron patrones en los rangos geográficos, tamaño corporal y distribución latitudinal de los roedores Caviomorfos actuales del Continente Americano. Se contrastaron estos patrones con la Regla de Rapoport. Para cada especie se registraron los límites latitudinales de su distribución el tamaño corporal y el punto medio del rango latitudinal de su distribución. Se graficaron estas variables en función de la latitud y se realizó una prueba de correlación entre las variables. Se observó que la mayoría de las especies tienen rangos pequeños de distribución latitudinal y que la correlación entre el tamaño corporal y el tamaño del rango de distribución latitudinal es significativa (r=0.5; P=0.00). El tamaño del rango decrece cuando aumenta la riqueza de especies. La diversidad latitudinal de especies no es simétrica respecto al ecuador. Aquellas que presentan rangos de distribución más amplios se encuentran desde el ecuador hacia los dos extremos del continente, por tanto, la regla de Rapoport no se cumple. La distribución latitudinal de los roedores Caviomorfos no refleja patrones generales. Esto puede deberse a los eventos de colonización, especiación y extinción que han ocurrido desde la aparición de estos roedores en Sudamérica. Los eventos geológicos y climáticos del pasado habrían impuesto restricciones bióticas y abióticas a su dispersión y modelado su distribución actual. Los patrones de distribución latitudinal y tallas corporales son manifestaciones de interacciones complejas entre las características intrínsecas de los organismos y las del ambiente, imprimiendo variaciones espacio-temporales a los límites de distribución, tamaños y abundancias.
oral	ID: 527 	Macroecología y Biogeografía	LA APLICACIÓN DE MAPAS DE VEGETACIÓN EN EL MODELADO DE LA DISTRIBUCIÓN ¿UNA BUENA OPCIÓN?	distribución potencial, pino, tipo de vegetación, modelo, presencia. 	ErickGutiérrez,RosaIrmaTrejoVázquez	La modelación de la distribución de las especies puede proveer información de sus requerimientos ecológicos, así como también de su presencia en lugares donde no se cuentan con esa información, por lo que es importante conocer de manera certera el tipo de datos que se utilizan y si son la mejor opción para realizar el modelado. Por esto, el objetivo principal de este estudio es evaluar si la utilización de mapas de vegetación a diferentes escalas afecta los modelos de distribución potencial obtenidos para Pinus ayacahuite en el estado de Oaxaca, México. Se realizó el modelado de la distribución potencial a partir de métodos estadísticos que permitieron obtener las probabilidades de ocurrencia de la especie, de acuerdo a tres tipos de datos: presencia; abundancia; presencia y ausencia, lo que permitió hacer comparaciones entre las diferentes técnicas de modelado. Se seleccionó el modelo de distribución con mejor desempeño a partir de diversos índices que evalúan la calidad de cada modelo y se realizaron los recortes en mapas con diferentes escalas de la vegetación donde se distribuye la especie. Los resultados obtenidos muestran que con varias técnicas de modelado así como con diferentes tipos de datos biológicos se pueden obtener modelos de distribución con buen desempeño. El utilizar los mapas de vegetación para afinar los modelos de distribución puede disminuir el desempeño de los modelos de entre 14% según el índice ROC a 75% para el índice de sensibilidad o presentar ligeros aumentos en el desempeño según el índice de especificidad (4%) y CCI (3%). Se concluye que el uso de mapas de vegetación a diferentes escalas puede disminuir considerablemente el desempeño de los modelos de distribución, por esta razón el uso de sólo un índice para validar los modelos puede ser tendencioso, porque se podría obtener los resultados que uno desea.
oral	ID: 608 	Macroecología y Biogeografía	EL ENSAMBLAJE CLIMÁTICO DE ESPECIES Y LOS PATRONES DE DIVERSIDAD ALTITUDINAL EN ENCINOS ROJOS	riqueza endemismo recambio rareza ensambles. 	AndrésTorresMiranda,AlbertoKenOyamaNakagawa,IsoldaLunaVega	La diversidad de especies no es homogénea en el espacio geográfico, por lo que existen áreas de baja y alta diversidad. A nivel altitudinal, la mayoría de los estudios han identificado que la mayor diversidad de especies se localizan siempre en pisos altitudinales intermedios. Los gradientes de diversidad están correlacionados con variables ambientales como temperatura, precipitación, productividad, estacionalidad y heterogeneidad del hábitat. El recambio y la rareza de especies son factores que ayudan en la comprensión de los patrones generales de diversidad. El objetivo de este estudio es analizar los patrones de diversidad, recambio altitudinal y rareza de las especies que componen la sección Lobatae del género Quercus en México y América Central, mediante hipótesis de riqueza/energía en gradientes altitudinales en diferentes escalas de análisis espacial. Se analiza el efecto que tienen las asociaciones de especies basadas en su similitud climática, denominados como ensambles climáticos. La mayor riqueza de especies se concentra entre los 1800-1900 msnm cumpliendo con una distribución similar a lo esperado por la hipótesis del Dominio Medio. La riqueza se desplaza en diferentes intervalos altitudinales entre las diferentes unidades geográficas. El recambio de especies es más intenso en tres cotas altitudinales (1400-1600 msnm, 1800-1900 msnm y 2100-2200 msnm) en la mayoría de las áreas estudiadas, lo cual tiene una estrecha relación con la disminución de la diversidad en cada una de los ensambles climáticos. Las cotas altitudinales de mayor riqueza de especies es heterogénea entre cada uno de los ensambles climáticos identificados. Las especies con intervalos altitudinales restringidos se concentran en los pisos altitudinales inferiores o superiores.
oral	ID: 212 	Ecología de la Conservación	DISTRIBUCIÓN Y AMENAZA DE LA IGUANA ENDÉMICA CTENOSAURA CLARKI (IGUANIDAE) EN LA DEPRESIÓN DEL BALSAS-TEPALCATEPEC	distribución de especies, pérdida de hábitat, reptiles amenazados, endemismo. 	VíctorHugoGalvánNoriega,JavierAlvaradoDíaz,EduardoMendozaRamírez	La fragmentación del hábitat es una de las principales causas de la pérdida de diversidad, los reptiles están entre los grupos más amenazados a nivel global y nacional por esta causa. Entre las especies en mayor riesgo están las que tiene una distribución más restringida (i.e., endémicas). Ctenosaura clarki es una especie de iguana endémica a la depresión del Balsas-Tepalcatepec. Aunque se conoce su distribución general se carece de estudios actualizados que permitan distinguir las variables ambientales que influyen sobre la misma así como las tendencias recientes en la conservación de su hábitat. Modelamos la distribución potencial de esta especie utilizando el programa Maxent. Seleccionamos un conjunto de variables bioclimáticas de Worldclim basadas en su relevancia en términos de la ecología de la especie y un análisis de correlación de las mismas. Realizamos trabajo de campo para validar las predicciones del modelo. Encontramos una relación positiva entre la proporción de sitios muestreados en el campo en donde se encontró a la especie y la probabilidad de hábitat adecuado según el Modelo de Maxent. La temperatura media anual, precipitación anual y precipitación del trimestre más seco fueron las variables más relevantes para la especie. Analizamos el cambio en la cobertura y uso del suelo entre 1978 y 2013 con base a mapas de INEGI escala 1:250 000. Encontramos que la vegetación ha experimentado un importante grado de fragmentación. Nuestros resultados confirman la clara naturaleza restringida de la distribución de C. clarki y sirven para identificar las variables bioclimáticas que más se asocian a esta distribución restringida. Por otra parte, indican que la región donde esta especie está presente ha experimentado una fuerte perturbación de su vegetación lo que puede tener un efecto negativo para C. clarki que erróneamente se considera una especie venenosa en algunas comunidades de la región.
oral	ID: 243 	Ecología de la Conservación	CONSERVACIÓN EX SITU Y ECOLOGÍA DE LA GERMINACIÓN DE PLANTAS ÚTILES EN MÉXICO	Bancos de germoplasma, Conservación ex situ, Ecología de la germinación, Plantas útiles, Uso sustentable. 	IselaRodríguez,LiliaGarcía,EfisioMattana,RafaelLira,PatriciaDávila,HughWPritchard,TizianaUlian	Una de las maneras más eficaces para conservar la diversidad vegetal es el almacenamiento de semillas en bancos de germoplasma. Sin embargo, uno de los impedimentos para el uso de germoplasma de especies silvestres es la falta de conocimiento sobre su germinación. El proyecto internacional Project MGU / Useful Plants Project (UPP), gestionado por los Jardínes Botánicos Reales de Kew, Reino Unido (Kew) apoya la conservación y uso sustentable de plantas útiles por parte de las comunidades rurales. En México, el UPP es liderado por la Facultad de Estudios Superiores, Iztacala (Fes-I) de la Universidad Nacional de México (UNAM). En este trabajo se evalúa el papel de los bancos de germoplasma en la conservación y uso sustentable de plantas útiles, mediante la investigación de la ecología de la germinación, analizando los resultados obtenidos para UPP en México. Desde el 2007, expediciones para la recolección de semillas se llevaron a cabo en el Valle de Tehuacán-Cuicatlán y los lotes se almacenaron en los bancos de Fes- I y Kew. La germinación de las semillas se investigó en ambas instituciones. Se conservaron a largo plazo un total de 211 plantas útiles en la Fes-I y 120 de estas se duplicaron en Kew. Las pruebas de germinación confirmaron el estado de latencia de semillas para Actinocheita filicina, Bursera submoniliformis, Karwinskia mollis y Lippia graveolens, para las cuales se necesitan más estudios antes de considerar su propagación por semilla a gran escala. Por otro lado, se identificaron 16 taxa para los cuales la latencia de las semillas no es una restricción para poder realizar actividades de propagación. La información obtenida sobre la ecología de la germinación de estas especies, junto con la disponibilidad de semillas en los bancos permitirá la realización de actividades de propagación y un uso más sustentable de estos recursos .
oral	ID: 249 	Ecología de la Conservación	COSTRAS BIOLÓGICAS DEL LLANO LA SOLEDAD EN SUR DEL DESIERTO CHIHUAHUENSE	noreste de México, Desierto Chihuahuense, identificación en campo. 	DinorahOfeliaMendozaAguilar,MariselaPandoMoreno,JoséGMarmolejoMonsivaís,MaritzaGutiérrezGutiérrez	Las costras biológicas del suelo (CBS) son constituyentes vegetales no vasculares establecidos en zonas con escasa vegetación o desprovista de ésta, interactuando en la capa más superficial del suelo. Intervienen en procesos clave del funcionamiento de ecosistemas en regiones donde el agua y los nutrientes suelen ser factores limitantes. Bajo ciertas condiciones pueden contribuir a estabilizar el suelo, influyen en la infiltración y retención de agua en el suelo, aumentan la fertilidad mediante la captura de carbono y fijan nitrógeno atmosférico manteniendo los nutrientes disponibles para las plantas. Los resultados sobre la función de las CBS no han sido lo concluyentes que se esperaba, debido parcialmente a trabajar con morfotipos sin diferenciar por especie. Los trabajos realizados a nivel de especie son pocos, por ello la identificación de las especies que forman la CBS debe ser el primer paso para la comprensión del papel que estos organismos juegan en el ecosistema. Este trabajo se centra en la identificación de los constituyentes de CBS en pastizales halófitos del Desierto Chihuahuense. La colecta de las costras se realizó de manera dirigida hacia los individuos detectados mediante recorridos en nueve parcelas de una hectárea, distantes al menos 500m entre sí en todas direcciones, en el área de estudio. Apoyados con claves y mediante comparación de las características morfológicas y pruebas químicas de los organismos se realizó la identificación. Se Identificaron 11 especies de líquenes escuamulosos pertenecientes a las familias Collemataceae, Parmeleaceae, Psoraceae, Thelochistaceae y Verrucariaceae. Una especie de liquen presenta una cianobacteria como fotobionte (Collema coccophorum) y los demás tienen fotobionte alga verde. Del grupo de las briofitas, división hepáticas se identificaron los géneros Oximitra sp. y Riccia sp. Asimismo, se identificaron dos cianobacterias una a nivel género (Scytonema sp.) y otra a nivel especie (Nostoc commune).
oral	ID: 290 	Ecología de Comunidades	ÁRBOLES EN FRUCTIFICACIÓN COMO FOCOS DE ATRACCIÓN DE MAMÍFEROS EN EL SOTOBOSQUE DE LA SELVA	frugivoría, foto-trampeo, patrón de actividad, mamíferos tropicales, Selva Lacandona. 	AngelaAndreaCamargoSanabria,EduardoMendozaRamírez	La frugivoría ha sido ampliamente estudiada y en especial, sus efectos sobre el desempeño de las plantas (e.g., dispersión). En contraste, son menos los estudios que evalúan el efecto de la disponibilidad de frutos sobre la actividad de la fauna; sin embargo, en las selvas, donde hay un importante número de especies de vertebrados frugívoros, es de esperarse que tenga un efecto significativo. Analizamos el impacto que la acumulación de frutos de los árboles Licania platypus y Pouteria sapota, en el piso de la selva, tiene sobre la frecuencia de registros de especies de mamíferos medianos/grandes, la duración de sus visitas y la proporción de la actividad diaria que invierten en estos árboles. Colocamos cámaras-trampa en 13 árboles en 2013 y 2014 en la Reserva Montes Azules, Chiapas. En 314 días cámara-trampa obtuvimos 5,135 fotos en las que registramos 14 especies de mamíferos. La riqueza de especies de mamíferos no difirió entre especies de árboles y fue similar a la registrada por otros estudios en la región. La frecuencia de registros de los mamíferos cerca de los árboles fue mayor que la estimada a partir de cámaras colocadas independientemente (no asociadas a árboles en fructificación); incluso para mamíferos no frugívoros (felinos). Especies como el tepezcuintle, el coatí y el pecarí de collar estuvieron activas cerca de los árboles una proporción muy alta del total de su actividad diaria. La intensidad de las interacciones mamífero-árbol varió entre especies de árboles; así, el coatí y el tepezcuintle tuvieron la interacción más fuerte con L. platypus, mientras que el tapir y el pecarí de collar la tuvieron con P. sapota. La fuerte concentración de especies, y de su actividad, sugieren que la producción de frutos de estos árboles atrae diversos mamíferos, incluso a aquellos que explotan otros recursos (e.g., vertebrados e invertebrados presas).
oral	ID: 294 	Ecología de Comunidades	INCENDIOS Y SUS EFECTOS EN LA ESTRUCTURA MASTOFAUNÍSTICA EN BOSQUES DE PINO PIÑONERO	Incendios, mamíferos, estructura, piñonares, carnívoros 	KatherineLizzethCárdenasCruz,EduardoFernandoPompaCastillo,EfraínReyesÁngelesCervantes,LuzElenaAzcoytiaEscalona,FabiolaValadezCortez	Los incendios forestales generan un cambio en los ecosistemas, sin embargo se desconocen los efectos sobre la fauna de los bosques de pino piñonero, por lo que el objetivo fue evaluar el papel de los incendios sobre la estructura de la comunidad de mamíferos en piñonares. En el municipio del Cardonal, Hidalgo ocurrió un incendio en 2011; se realizaron muestreos a partir de marzo de 2014. Se ubicaron y recorrieron 14 transectos: 7 en BNA, 3 en BIS y 4 en BIC. En cada transecto se recolectaron huellas y excretas, se identificaron de acuerdo con Aranda (2012), además de obtención de pelos de guardia en madrigueras. Los pelos se identificaron de acuerdo con Monroy y Rubio (2003); los resultados se analizaron con el programa EstimatesSWin820. La riqueza total obtenida fue de 23 especies en la zona de estudio, 21 en BNA; 9 en BIS y 9 en BIC, sin embargo los incendios tienen una naturaleza dual es decir pueden disminuir la riqueza de especies, pero cambiar la composición de especies. En BNA se detectaron los depredadores Bassariscus astutus, Spilogale putorius, Mephitis macroura y Leopardus pardalis, que se alimentan de  presas pequeñas, mientras que en BIS y BIC se registraron carnívoros mayores como Canis latrans, Urocyon cinereoargenteus y Lynx rufus, lo que se atribuye a que los incendios cambiaron florísticamente y esto favoreció la abundancia de los lagomorfos. Por otra parte se detectó que mamíferos con mayor amplitud alimentaria no se ven afectados por los incendios. Se discute el papel de los incendios sobre la diversidad y surge la interrogante ¿Es mejor conservar carnívoros pequeños o mayores?.
oral	ID: 749 	Ecología de Comunidades	AMPLITUD Y TRASLAPE DE NICHO EN LA COMUNIDAD DE MURCIÉLAGOS NECTARÍVOROS EN UN BOSQUE SECO	competencia, recursos, alimenticios, polen, plantas. 	MarcosAdriánSandovalSoto,MariselaPinedaCortés,YvonneHerreríasDiego,EstrellaEsmeraldaParamoOrtiz	La conversión de bosques a tierras agropecuarias ha transformado la cubierta vegetal en un paisaje heterogéneo, modificando la fenología de las plantas y afectando directamente a algunas poblaciones de vertebrados que se alimentan de ellas (i.e. murciélagos nectarívoros). Por lo cual, el objetivo de este trabajo fue, determinar las especies que utilizan los murciélagos nectarívoros como recurso alimenticio, el valor de importancia de las especies vegetales, la amplitud y el traslape de nicho, en sitios con diferente grado de conservación. Se realizaron diez muestreos mensuales en un bosque tropical seco durante abril-2012-abril-2013, los murciélagos se capturaron con diez redes de niebla durante dos noches consecutivas. Se capturaron tres especies de murciélagos nectarívoros: Choeroniscus godmani (n=14), Glossophaga morenoi (n=24) y Leptonycteris yerbabuenae (n=21), se colectaron 84 muestras de polen del pelaje y heces fecales. Se identificaron 22 morfotipos de polen. Con el Índice de Valor de Importancia de los Recursos (IVIR), se obtuvieron las especies de plantas más representativas para cada especie de murciélago, las más importantes fueron las pertenecen a las familias Bombacaceae, Cactaceae y Convolvulaceae. Para la amplitud de nicho medida por el índice de Levins, se obtiene que Leptonycteris yerbabuenae tiende a ser la especie más selectiva en cuanto al recurso del que se está alimentando (0.424), mientras que Glossophaga soricina demuestra ser más generalista (0.703). En cuanto al traslape de nicho, medido por el índice de Pianka, se obtiene que G. soricina y G. morenoi presentan un traslape por encima del 80%, presentando gran competencia por el recurso flor. La condición del bosque puede intervenir directamente en la abundancia y diversidad de murciélagos nectarívoros, ya que al haber poca disponibilidad de recursos alimenticios los murciélagos entran en competencia por estos, desplazándose entre sí y reduciendo sus poblaciones.
oral	ID: 313 	Ecología de Comunidades	VARIABLES FÍSICO-QUÍMICAS DE LOS SITIOS DE REPRODUCCIÓN DE LOS ANFIBIOS ANUROS EN CHAMELA, JALISCO	anfibios anuros, reproducción, estacionalidad, Chamela. 	GeorginaSantosBarrera,AndrésGarcíaAguayo	En el bosque tropical seco de Chamela, la frecuencia e intensidad de las lluvias determinan la disponibilidad de sitios de reproducción para los anfibios anuros. Las características físico-químicas de estas pozas temporales están determinadas por el tipo de sustrato, la ubicación dentro de  la microcuenca, la  vegetación adyacente  y la duración  del hidroperiodo. En  este  trabajo se analizan  las fluctuaciones del pH, temperatura, oxígeno disuelto, salinidad y sólidos totales disueltos, así como el hidro-período, tipo de sustrato y dimensiones de las pozas para definir la relación con la composición, riqueza, abundancia y diversidad de especies (adultos) que concurren durante los eventos reproductivos. Se trabajó durante dos temporadas de lluvias (julio - octubre, 2013 y 2014). Se identificaron 110 sitios de reproducción ubicados a lo largo de 6 km de arroyos temporales, 23 de estas pozas fueron seleccionadas al azar para dar seguimiento a sus parámetros físico-químicos durante las dos temporadas. El registro de adultos se hizo en 217 recorridos nocturnos. El análisis incluyó ANOVAs, modelos generales lineares y análisis de componentes principales. Se observaron 7594 individuos, 14 especies, 10 géneros y 4 familias. La duración del hidroperiodo y las dimensiones de las pozas estuvieron afectadas por el tipo de sustrato, la temperatura de las pozas fue similar (~ 27°C) en todas ellas. El pH promedio en los sitios fue de 6.6, la salinidad 0.18 mg/L, los sólidos totales disueltos 230 mg/L y el oxígeno disuelto entre 0.2 a 4.5 mg/L y de 15 a 20%. La riqueza y abundancia de individuos en las pozas está relacionada significativamente al tamaño y sustrato de la poza. Los análisis multivariados apoyan estos resultados y sugieren cierta elección de las pozas por sustrato y tamaño aunque no existe relación con respecto a las variables químicas que afectan posteriormente el desarrollo de las larvas.
oral	ID: 372 	Ecología de Comunidades	DIVERSIDAD DE HONGOS Y HERBÍVOROS FOLIARES EN UNA CRONOSECUENCIA DE SELVA MEDIANA SUBCADUCIFOLIA	área foliar específica, cronosecuencia, herbivoría, patógenos foliares. 	AldoIvánEcheverríaCaro,HoracioSalomónBallinaGómez	Las interacciones insecto-hongo-planta han sido poco estudiadas en los trópicos y más bien hechas en ecosistemas templados, a pesar de que la diversidad es mucho mayor y las relaciones podrían arrojar asociaciones mas interesantes. El presente trabajo pretende determinar el recambio de especies de hongos e insectos herbívoros, a través de una cronosecuencia en una selva mediana subcaducifolia del sureste Mexicano. Se seleccionaron tres sitios con diferentes edades de abandono: 10, 50 y 80 años. En cada uno de ellos se marcaron tres círculos de 20 m de radio. En un submuestra se recolectaron 10 hojas de cada árbol > 10 cm diámetro a la altura del pecho. Por hoja, se determinó el área dañada con herbivoría y patógenos fúngicos. Los principales tipos de herbivoría fueron la defoliación (2-4%) y minación (1%). Las especies de hongos mas frecuentes fueron Fumargina sp., Colletotrichum sp. y Cercospora sp., con daños hasta en un 12% del área total escaneada. Se encontraron relaciones opuestas entre el área foliar específica con el daño por hongos y por herbivoría, sugiriendo que un papel diferencial de la dureza foliar. Este patrón fue mayor en edades sucesionales de 10 años que en aquellas de 50 y 80 años. Además, la diversidad arbórea parece tener un papel preponderante en este tipo de asociaciones inter específicas, lo que determina la diversidad de otros organismos foliares. Discutimos las características morfológicas de las hojas en la determinación de asociaciones intra e inter específicas con patógenos foliares e insectos herbívoros a través de una cronosecuencia, todo ello a la luz de los principales resultados registrados para las selvas tropicales.
oral	ID: 397 	Ecología de Comunidades	ASOCIACIÓN DE LARVAS DE PECES EN LA LAGUNA DE TAMPAMACHOCO, VERACRUZ	larvas de peces, Golfo de México, laguna costera, ictioplancton, asociaciones. 	JoséAlbertoOcañaLuna,SoniaSánchezSerano,MarinaSánchezRamírez	México presenta aproximadamente 125 lagunas costeras, donde algunas especies ícticas en estadios larvarios y/o juveniles encuentran sitios de crianza, alimentación o refugio. En el presente trabajo se analiza la comunidad larvaria de peces de la Laguna de Tampamachoco. El muestreo de zooplancton se realizó durante enero, abril, agosto y octubre del 2008, en 13 estaciones ubicadas dentro del cuerpo lagunar mediante arrastres superficiales de forma circular con duración de cinco minutos, se utilizó una red estándar con abertura de malla de 500 micras y boca de 50 cm de diámetro con un flujómetro adaptado a esta para calcular el volumen de agua filtrado y estandarizar el número de larvas (organismos/100 m3 ). Las muestras se fijaron con formalina al 4% neutralizada con borato de sodio. Se separaron y determinaron los ejemplares hasta nivel de especie y se conservaron en alcohol al 70%. Se determinaron 7919 larvas de peces pertenecientes a 14 familias, 25 géneros y 28 especies. Microgobius gulosus y Microgobius thalassinus son primeros registros para el sistema. Las familias más abundantes fueron: Engraulidae (32.38%) y Gobiidae (10.34%). Las larvas de Anchoa mitchilli (57.11%), Gobiosoma bosc (20.68%), Anchoa hepsetus (12.70%), Bathygobius soporator (10.39%) y Dormitator maculatus (9.25%) presentan los mayores valores del Índice de Valor de Importancia (IVI) y son consideradas dominantes. Por medio del índice de disimilitud de Bray-Curtis se describen tres grupos, donde el Grupo I incluye a: B. soporator, Lupinoblennius nicholsi, Microopogonias undulatus, Stellifer lanceolatus, Ctenogobius boleosoma, Ulema lefroyi, Membras martinica, Gobioides broussonneti, Achirus lineatus, D. maculatus, A. mitchilli, A. hepsetus y G. bosc, especies con alta abundancia y/o frecuencia durante el ciclo anual que son base de la comunidad larvaria del sistema.
oral	ID: 402 	Ecología de Comunidades	DISPERSIÓN DE SEMILLAS DE HETEROFLORUM SCLEROCARPUM (FABACEAE) EN LA DEPRESIÓN DEL BALSAS, MICHOACÁN	Dispersión, germinación, regeneración, interacción, mamíferos-semillas. 	LinaAdonayUrreaGaleano,GuillermoIbarraManríquez,EllenAndresen,JavierLabordeDovalí	Heteroflorum sclerocarpum es una especie endémica de los bosques tropicales caducifolios del Pacífico Mexicano; sus frutos son vainas indehiscentes y se desconoce cómo ocurre la primera fase de su regeneración, es decir, la dispersión de sus semillas. El objetivo principal de este estudio fue determinar los efectos que tienen los mamíferos terrestres sobre la dispersión y germinación de semillas de esta especie, y vincular esta información con sus características poblacionales. En tres poblaciones de Heteroflorum se mapearon sus individuos. Usando cámaras trampa se identificaron las especies removedoras y tres de ellas fueron alimentadas con frutos en el zoológico de Morelia. Se observó la manipulación de los frutos y las semillas defecadas y/o escupidas fueron usadas en experimentos de germinación. Se realizaron experimentos de campo para cuantificar la remoción de semillas y las distancias de dispersión. Finalmente, se hicieron pruebas de germinación en campo y casa sombra. Se registraron 161 individuos de Heteroflorum (91% juveniles). Por la posición de éstos con respecto a individuos reproductivos, se estimó que el 66% de ellos fue producto de un evento dispersión. Los removedores de semillas fueron venados, pecaríes, cuiniques, vacas y múridos. El 26% de las semillas fue removido y la dispersión máxima fue de 3 m. La mayor cantidad de semillas (75%) en las parcelas se registró con restos del fruto o fuera de éste, sin que fueran dispersadas. Los cuiniques consumen semillas, pero también dejan algunas sobre el suelo. Las semillas parcialmente masticadas por el venado tuvieron una mayor probabilidad de germinar que las manipuladas por pecaríes y vacas. Las semillas excretadas por las vacas tuvieron una probabilidad de 0.21 de germinar, pero las semillas control no germinaron ni en laboratorio ni en campo. Este estudio muestra que las interacciones mamíferos-semillas son necesarias para la germinación y establecimiento de Heteroflorum.
oral	ID: 405 	Ecología de Comunidades	COMPOSICIÓN Y ESTRUCTURA ARBÓREA DE LA SELVA MEDIANA SUBPERENNIFOLIA DEL MUNICIPIO DE HUAUTLA, HIDALGO, MÉXICO	caracterización, fisionomía, estructura, comunidad, arboles 	RoLinxGranadosVictorino,ArturoSánchezGonzález,DorismildaMartínezCabrera	La selva mediana subperennifolia (SMS), de acuerdo con algunos autores, ha desaparecido de la Huasteca Hidalguense, y su estructura y fisionomía primaria original ha sido substituida por vegetación secundaria. Considerando que la información existente sobre la composición taxonómica y estado de conservación actual de la SMS en el estado de Hidalgo es escasa, muy general y descriptiva, el objetivo del presente estudio fue realizar un estudio florístico y aportar datos cuantitativos sobre la estructura y diversidad arbórea de la SMS del municipio de Huautla, Hidalgo. Para realizar el inventario de la flora arbórea se exploraron ocho localidades con SMS del municipio de Huautla, Hidalgo. Con respecto a la caracterización estructural, en cada localidad se seleccionaron 15 puntos de muestreo al azar y a partir de la técnica de punto cuadrante centrado, se estimó en cada uno de ellos el área basal, frecuencia y densidad de árboles con DAP mayor a 10 cm. Con los valores relativos se los tres atributos mencionados se estimó el valor de importancia relativa (VIR) de cada especie. A su vez se realizaron diagramas de perfil semi-realista de Richards de cada localidad, con base en el VIR de las especies. Se identificaron 93 especies de árboles, pertenecientes a 75 géneros y 32 familias. La familia Fabaceae fue la más representativa por el número de especies, seguida por Malvaceae y Moraceae. Las especies con mayor VIR en la SMS de Huatla, Hidalgo fueron: Adelia barbinervis, Cedrela odorata en estadios de sucesión tempranos; Bursera simaruba y Guazuma ulmifolia en estadios intermedios; y Brosimum alicastrum en estadios maduros. Se registraron pocas localidades con vegetación madura y la diversidad arbórea presente en la SMS del municipio de Huatla, es comparable con la registrada en otras entidades del país con el mismo tipo de vegetación.
