Tipo	ID	Tema	Título	PalClv	Autores	Resumen
cartel	ID:339 	Ecología de Comunidades	MAMÍFEROS DE UN HUMEDAL EN LA CUENCA DEL RÍO USUMACINTA, TABASCO, MÉXICO  	Mamíferos, inventario, humedales, listado taxonómico, planicie inundable. 	RodrigoGarcíaMorales,ElíasJoséGordilloChávez,EnaEdithMataZayas,MarcoAntonioMoralesGarduza,ClaudiaVillanuevaGarcía,JuandeDiosValdezLeal	La cuenca del Usumacinta, ubicada entre Guatemala y los estados mexicanos de Chiapas, Campeche y Tabasco, es considerada una de las más extensas de la cuenca del continente americano. En el estado de Tabasco se encuentran los humedales más importantes de México; sin embargo, el conocimiento de su biodiversidad ha sido poco estudiado. El propósito de este estudio fue llevar a cabo el primer inventario de las especies de mamíferos que habitan en estos humedales, en particular en el área de influencia del sistema lagunar Chaschoc Seja, en el municipio de Emiliano Zapata, Tabasco, México. Se utilizaron 16 cámaras trampa para el registro de los mamíferos medianos y grandes y 6 redes de niebla para la captura de murciélagos. Se obtuvieron 462 registros que se incluyen en 10 órdenes, 21 familias, 38 géneros y 49 especies. Chiroptera fue el orden más diverso con 23 especies. Nueve especies de mamíferos están incluidas en alguna categoría de riesgo por la NOM-059 SEMARNAT 2010, mientras que 13 están dentro de CITES. Este estudio representa el primer listado de mamíferos en los humedales de Tabasco y constituye una pauta para proponer acciones específicas para la conservación de las especies de mamíferos en la cuenca del río Usumacinta en Tabasco
cartel	ID:24 	Ecología de Ecosistemas	VEGETACIÓN HIDRÓFICA EN AMBIENTES LÓTICOS Y LÉNTICOS EN QUINTANA ROO  	vegetación flora lagunas lénticos lóticos 	HéctorCálixdeDios	La fuente más importante de ingreso en la zona Maya de México, la constituye el turismo; específicamente, las playas y las ruinas arqueológicas. Sin embargo, recientemente, se ha empezado a abrir otra modalidad de turismo que ha cobrado interés en la Zona Maya: el turismo de aventura. Dado que en la península de Yucatán, la mayoría de los cuerpos de agua, están en forma de cenotes; las corrientes superficiales son escasas, y están cercanas a las costas; es en torno a las lagunas, que se han venido constituyendo cooperativas de turismo de aventura. Sin embargo, el conocimiento profundo de las especies silvestres asociadas a las lagunas turísticas es escaso, por lo que la información que los guías de turistas pueden ofertar es pobre y se reduce al recorrido en lanchas o en kayacs; dejando de lado la explicación sobre la enorme riqueza florística y faunística en estos ecosistemas; además de que esas especies pueden tener un mejor manejo ecológico si se conoce su naturaleza. Con base en ello, entre 2011 y 2012, se realizaron tres recorridos en cada laguna (dos en lancha de motor, y uno a pie, por la ribera de los cuerpos de agua), con el fin de realizar un inventario florístico de las principales lagunas (una con corriente léntica y otra con corriente lótica): El Creek, Laguna Guerrero, y Laguna Chile verde. Se colectaron las especies vegetales, se tomaron los datos de las características ecológicas de los sitios; se identificaron las especies en los herbarios de la localidad, se identificaron los tipos de vegetación, y se analizó la información. Encontramos más de 50 especies (mangles, pastos, epífitas, árboles y arbustos), y 7 tipos diferentes de vegetación (vegetación acuática estricta, vegetación de manglar, vegetación subacuática, vegetación arbórea en bajos inundables, vegetación arbórea baja, petenes y selva baja subcaducifolia).
cartel	ID:45 	Ecología de Ecosistemas	DIVERSIDAD Y RIQUEZA DE ESPECIES LEÑOSAS DEL BOSQUE TROPICAL SECO (BTS) DE CALVILLO AGUASCALIENTES, MÉXICO  	bosque tropical seco, paisaje, dinámica, biodiversidad,especies 	JesúsAbadArgumedoEspinosa,JoaquinSosaRamirez	El Bosque Tropical Seco (BTS) es uno de los ecosistemas con mayor diversidad e importancia en la provisión de servicios ambientales en México; sin embargo, también es de los ecosistemas con mayor nivel de perturbación a nivel nacional. En Aguascalientes, esta Vegetación se distribuye al sureste del estado y contribuye de manera importante en la provisión y recarga del acuífero del valle de Calvillo y también aporta diversos servicios ecosistémicos. OBJETIVO: Definir el estado actual de la biodiversidad y los gradientes ecológicos que favorecen la distribución de las comunidades vegetales del BTS del municipio desde un enfoque de composición, estructura y dinámica de los elementos del Paisaje, y que nos permita conocer la integridad y estado de actual de este. MATERIALES Y METODOS: 1. Se utilizaron imágenes de satélite de los años 70, 80, 90, 2000 y 2010 para detección de cambios en la cobertura de la vegetación 2. En función de las áreas de cambio detectadas se establecieron los sitios de muestreo en los estratos arbóreos y arbustivos. Para el levantamiento de información de los sitios de muestreo se trazó una línea de 100 metros perpendicular a la pendiente del terreno y por el método de intersección lineal se registra el nombre de la especie que intercepta en la línea a intervalos acumulativos de 1 metro de distancia RESULTADOS: El número total de especies para los transectos de 100 metros tuvo fluctuaciones de un mínimo de 10 a un máximo de 27 especies. Para el caso de los muestreos por área la presencia de especies hay incremento el número de especies por área teniendo mínimos de 14 especies y máximos de 30 especies. En el caso de la riqueza de especies se obtuvieron 72 especies en estos 26 inventarios.
cartel	ID:77 	Ecología de Ecosistemas	COMPOSICIÓN Y DIVERSIDAD DE LA MACROFAUNA EDÁFICA DEL BOSQUE DE A. RELIGIOSA, DE LA CUENCA DEL RÍO MAGDALENA  	Macrofauna, suelo, bioindocadores, diversidad, disturbio. 	AgapcelFelipeMartínezRodríguez	El suelo y las partes bióticas que lo conforman han ido tomando relevancia a través de los últimos años ya que forman un sistema de soporte para todo ecosistema, por lo cual este estudio tiene como objetivos describir la composición, riqueza y abundancia de la macrofauna edáfica (organismos cuyo diámetro corporal es mayor a 2 mm, incluye principalmente al Filo Arthropoda y a la subclase Oligochaeta) con respecto a la profundidad del suelo, así como relacionar estos datos con la cobertura arbórea de cada zona muestreada; y también determinar si existe la presencia de organismos que puedan ser usados como biondicadores de disturbio en el suelo. La colecta de material se realizó durante las temporadas de lluvias (septiembre-noviembre de 2013) y secas (marzo-mayo de 2014) en el bosque de oyamel en la Cuenca del río Magdalena, para la obtención de los organismos se uso el protocolo de monolitos de suelo TSBF. Los datos se analizaron con ANdeVAs de una vía, con las pruebas de t y de Kruskal-Wallis. También se obtuvieron los índices de Shannon-Weaver y de Sørensen. Se encontraron 2905 organismos, distribuidos en 35 Familias. La mayor abundancia se registro en la temporada de lluvias con 2233 individuos, y en secas 572 organismos; para la diversidad se registró un H´=2.7 como el valor más alto que correspondió a la temporada de secas. Concluyendo que la mayor riqueza y abundancia se observa en la primer capa de los monolitos y en donde la cobertura arbórea es menor. Por último, la abundancia de las familias Curculionidae y Scarabaeidae (especies indicadoras de disturbio) fue mayor en sitios donde la cobertura arbórea es menor en tanto que las familias Lumbricidae y Gophilidae (organismos indicadores de una buena salud del suelo) dominaron en donde la cobertura arbórea es mayor.
cartel	ID:82 	Ecología de Ecosistemas	ESTIMACIÓN DE LA RESPIRACIÓN DE LA BIOMASA FÚNGICA EN EL SUELO DE UN BOSQUE TEMPLADO  	respiración, biomasa fúngica, suelo, humedad, CO2, materia orgánica, área basal. 	DulceCarolinaHernándezRosales,MaríaGuadalupeBarajasGuzmán	La respiración del suelo es el intercambio de aire entre el suelo y la atmósfera, llevada a cabo por organismos como bacterias, hongos, fauna edáfica y plantas a través de sus raíces; y es medida por la actividad metabólica de éstos por medio del CO2 producido. La abundancia de estos organismos depende del pH, la humedad, la materia orgánica y la temperatura; y esta actividad juega un papel importante en la circulación de nutrientes, el balance de carbono de los ecosistemas y el cambio climático. El objetivo de este estudio fue estimar la cantidad de CO2 producido por la biomasa fúngica, y relacionar esta variable con la humedad, la cantidad de materia orgánica y el contenido de C y N en el suelo, en seis sitios con diferente área basal en época de lluvias y secas. En octubre de 2013 y mayo de 2014, se establecieron seis parcelas en el bosque de Abies religiosa en la Cuenca del Río Magdalena, D. F., se tomaron cuatro muestras de suelo por medio de micronúcleos de siete cm de diámetro y diez cm de alto. El suelo extraído fue analizado para tomar datos de la producción de CO2 por el método de Isermeyer (1952) + ácido láctico (85%); adicionalmente, el suelo fue secado para obtener los valores de humedad, cantidad de materia orgánica y contenido de C y N. La respiración fue relativamente mayor en las parcelas que tienen una menor área basal. Los resultados obtenidos muestran que a mayor humedad se registra una menor concentración de CO2; a mayor contenido de materia orgánica la producción de CO2 disminuye; finalmente, a medida que aumenta la relación C:N la respiración también disminuye. La respiración fúngica es aproximadamente el 60% de la respiración microbiana en este bosque.
cartel	ID:128 	Ecología de Ecosistemas	ALMACENES DE CARBONO ORGÁNICO Y RETENCIÓN DE AGUA EN SUELOS DE UN BOSQUE DE NIEBLA EN MICHOACÁN  	Bosque mesófilo de montaña, materia orgánica del suelo, humedad del suelo, servicios ecosistémicos 	CarlosAntonioAnayaM,ManuelMendozaCantú,MercedesRiveraLeón,RosauraPaézBistraín,LuisOlivaresMartínez,AlejandraTauro	Los suelos de los bosques de niebla (BN) han sido poco estudiados lo cual ha limitado nuestro entendimiento sobre el funcionamiento de estos ecosistemas. El presente trabajo identificó los principales suelos de un BN en Michoacán, México y evaluó sus funciones de almacenamiento de carbono orgánico (CO) y retención de agua. Se caracterizaron ocho perfiles de suelo con métodos estándar. Se identificaron tres tipos de suelo, con el siguiente orden de representatividad: Andosol, Alisol, Umbrisol. Estos suelos mostraron características similares a las de otros BN: alto intemperismo, acidez de alta a neutra, saturación de bases baja y altos contenidos de CO. El CO varió de 92 a 152 Mg ha-1 hasta un metro de profundidad, el 55% de éste se distribuyó en los primeros 30 cm, y no se observaron diferencias de contenido entre tipos de suelo. La retención de agua a tensiones alta (TA, 1500 kPa) y baja (TB, 33 kPa) variaron de 98 a 284 L m-2 y de 249 a 510 L m-2, respectivamente. A 60 cm de profundidad, donde las raíces finas se distribuyen, el agua disponible (AD) osciló entre 107 y 167 L m-2, sin diferencias entre tipos de suelos. Considerando el pool de datos de los horizontes en los perfiles, la retención de agua a TA correlacionó negativamente con la proporción de arenas y la densidad aparente, mientras que a TB correlacionó positivamente con la concentración de CO y negativamente con la densidad aparente. El AD correlacionó positivamente con la concentración de CO. El trabajo confirma la importancia del BN en el almacenamiento de CO, e indica que éste es determinante en la disponibilidad de agua. Dada la acumulación de CO en el suelo superficial, los almacenes de carbono y agua pueden ser muy sensible a las perturbaciones antropogénicas en el BN estudiado.
cartel	ID:50 	Macroecología y biogeografía	DISTRIBUCIÓN DEL GÉNERO IPOMOEA (CONVOLVULACEAE) EN EL ESTADO DE TABASCO, MÉXICO  	Ambientes, diversidad, enredadera, Ipomoea, vegetación. 	AlejandraJavierCastillo,MiguelAlbertoMagañaAlejandro	El género Ipomoea comprende aproximadamente 600 especies a nivel mundial, siendo el más abundante dentro de la familia Convolvulaceae. Incluye especies con valor alimenticio, medicinal y ornamental, aunque algunas se comportan como malezas, la forma biológica predominante es trepadora herbácea o enredadera. Con el objetivo de conocer la composición florística y su distribución en el estado de Tabasco, Para la realización del presente estudio se hizo una revisión de 393 ejemplares del género Ipomoea en los herbarios: CSAT (Colegio de Post- Graduados), MEXU (Herbario Nacional del Instituto de Biología, de la Universidad Nacional Autónoma de México), UJAT (Universidad Juárez Autónoma de Tabasco) y XAL (Instituto de Ecología de Xalapa, Veracruz). Utilizando la metodología descrita por Lot y Chiag (1986) se hicieron colectas de muestras botánicas de marzo 2012 - agosto 2013 en los diferentes tipos de vegetación. Se encontraron 28 especies, tres de las cuales son nuevos registros (Ipomoea aquatica Forssk., I. nil (L.) Roth., I. splendor-sylvae House,) y una especie endémica (Ipomoea tabascana J. A. McDonald y D. F. Austin) para el estado. Los ambientes que presentaron el mayor número de especies fueron el acahual, la vegetación ruderal, acuática y agroecosistemas. El género se distribuye en los 17 municipios del estado de Tabasco siendo Cárdenas, Huimanguillo, Centla, Centro, Tacotalpa y Tenosique los que tienen más especies registradas. Con todo esto se concluye que Tabasco es rico en cuanto a diversidad se refiere ya que tan solo un género de la familia Convolvulaceae tiene un buen número de especies. Pero además los tres nuevos registros para el estado de Tabasco, demuestran que la realización de nuevos inventarios, así como, la revisión detallada de las especies, es muy importante. Se espera que el estudio del género Ipomoea en Tabasco sirva de base para futuros trabajos florísticos.
cartel	ID:168 	Macroecología y biogeografía	EL PAPEL DEL SUELO EN LA DISTRIBUCIÓN DE ALGUNAS CACTÁCEAS COLUMNARES MEXICANAS  	especialización edáfica, especiación in situ, cactáceas endémicas. 	MaríaLuisaBárcenasArgüello,SalvadorArias,TeresaTerrazas	Quince especies de cactáceas columnares, de los géneros Cephalocereus, Neobuxbaumia y Pseudomitrocereus, forman un clado monofilético de acuerdo a estudios moleculares. La distribución geográfica de varias de sus especies es restringida y solo pocas son simpátricas. Neobuxbaumia squamulosa es la especie de más amplia distribución, mientras que las especies del subgénero Neodawsonia tienen una distribución puntual, relacionada con sus preferencias de roca y edáficas. Lo anterior sugiere que la especiación pudo haber ocurrido in situ, pero se desconoce si este patrón se repite. Con el objetivo de conocer si las características edáficas han favorecido el proceso de especiación en las 15 especies del clado Cephalocereus-Neobuxbaumia-Pseudomitrocereus se llevó a cabo un muestreo de suelo en las poblaciones registradas que representan su área de distribución, además se tomaron datos sobe la posición geomorfológica, pendiente y exposición. La mayoría de los individuos prefieren las laderas ya sea con pendientes suaves o pronunciadas; algunas especies crecen sobre rocas, otras sobre suelos pedregosos y otras sobre suelos profundos. El análisis de suelo reveló altos niveles de materia orgánica en el sustrato de las especies que crecen sobre rocas calizas. La exposición dominante es diferente para cada especie. Las condiciones edáficas permitirán discutir sobre la posible endemicidad de algunas especies de este clado, como C. senilis.
cartel	ID:224 	Macroecología y biogeografía	PATRONES GEOGRÁFICOS DE DISTRIBUCIÓN Y DIVERSIDAD DE AVES EN LA CUENCA DEL BALSAS  	Avifauna, riqueza, distribución, provincia biogeográfica 	MarisolCastroTorreblanca,EpifanioBlancasCalva,GeovanniMRodríguezMirón,DavidNEspinosaOrganista	Las aves han sido empleadas para la construcción de propuestas de regionalización del país, así como para el establecimiento de áreas geográficas prioritarias para la conservación de la biodiversidad. En este estudio analizamos los patrones de distribución de la riqueza y reemplazo de la avifauna residente y total de la provincia biogeográfica Cuenca del Balsas, México. Realizamos el análisis con 21 unidades geográficas operativas, celdas de 0.5° superpuestas al polígono de la Cuenca del Balsas. Utilizamos dos coeficientes de disimilitud (1-Jclásico y 1-Jmod.) para analizar el reemplazo de especies entre las unidades geográficas operativas. El patrón de distribución de la riqueza de especies para la avifauna total y para la avifauna residente es semejante. Se presentan tres zonas con alta riqueza de especies: (1) Noreste, (2) Oeste y (3) en una porción del centro de la Cuenca del Balsas. El patrón de reemplazo de especies determinado con el coeficiente cualitativo (1-Jclásico) mostró que, al interior de la Cuenca del Balsas existe una heterogeneidad avifaunística alta. El coeficiente modificado (1-Jmod.) basado en las abundancias, distingue dos componentes avifaunísticos bien definidos correspondientes a la porción oriental y occidental de la Cuenca. El patrón de reemplazo obtenido con este coeficiente concuerda con otros estudios ecológicos y biogeográficos, sobre las tendencias de distribución y diversidad de distintos taxones al interior de la Cuenca del Balsas, donde la Sierra de Taxco es el principal rasgo geográfico que explicaría el patrón de distribución biótica para diversas especies.
cartel	ID:262 	Macroecología y biogeografía	MARIPOSA MONARCA: ¿NICHO SEGUIDORA O NICHO ALTERNADORA?  	Nicho ecológico, mariposa monarca, migración, poblaciones, insectos 	PaolaElizabethDíazEspinosa	Las especies migratorias siempre han despertado gran interés dentro de la comunidad científica, trabajos recientes han demostrado que algunas especies siguen las mismas condiciones ambientales durante todo su ciclo de vida, mientras que otras varían dichas características. La mariposa monarca (Danaus plexippus) es una especie migratoria y la mayor parte de estudios enfocados a esta especie se dirigen hacia el deterioro y conservación de su hábitat, sin embargo hasta el momento no se han desarrollado trabajos donde se analice el nicho ambiental de la especie, por lo que en este trabajo se analizaron las características ambientales de las zonas de residencia de la especie, para entender un poco más su conducta migratoria y también intentar responder la pregunta: ¿Son insectos nicho seguidores o nicho alternadores?. Para responder la pregunta antes planteada se diseño una metodología dividida en tres fases: 1) Construcción de la base de datos, 2) Creación de capas ambientales correspondientes a los sitios de residencia de la mariposa y 3) Caracterización ambiental de dichas zonas. En total se recopilaron 854 registros de D. plexippus. Dentro de los resultados se destaca que no existen diferencias significativas entre los sitios de residencia en cuanto a la temperatura máxima que alcanzan las localidades, ya que ambos puntos oscilan en los 20°C, a diferencia de la temperatura mínima promedio, sin embargo en la temperatura promedio existe una diferencia de 5.5°C, donde la temperatura mayor se registra en Norte América, y la menor en México, fenómeno que se repite con la precipitación promedio. Por lo que se puede concluir que el hábitat de la mariposa monarca en los dos sitios de residencia son significativamente diferentes ambientalmente, fenómeno que ayuda a explicar las diferencias en los ciclo de vida de las generaciones residentes y migratorias.
cartel	ID:71 	Ecología de la Conservación	EFECTO DE LA TEMPERATURA Y EL TIEMPO DE ALMACENAMIENTO EN LA GERMINACIÓN DE SEMILLAS DEL CACTUS AGAVE (LEUCHTENBERGIA PRINCIPIS)  	Viabilidad de semillas, germinación, temperatura. 	GiselaMuro,JaimeSánchezSalas,EnriqueJuradoYbarra,JoelFloresRivas,JorgeSáenzMata	Se colectaron frutos de Leuchtenbergia prinicpis del jardín botánico de la Facultad de Ciencias Biológicas de la UJED, con el objetivo de evaluar el efecto de la temperatura y el tiempo de almacenamiento en la viabilidad de semillas del Cactus agave. El primer lote de semillas se colectó el mes de septiembre de 2013, y el segundo lote de semillas, se colectó el mes de septiembre de 2014. El objetivo fue medir la viabilidad de semillas del Cactus agave, afectadas por el tiempo de almacenamiento y evaluar el efecto de la temperatura sobre su longevidad. Las semillas fueron colocadas en cajas Petri, usando arena como sustrato. Se usaron un total de 100 semillas por tratamiento, con 20 semillas por unidad experimental. Las 5 cajas (consideradas como 5 repeticiones), se colocaron en una cámara germinadora con un fotoperiodo de 12 horas luz/12 horas oscuridad, bajo una temperatura constante de 25°C. Se llevó el registro diario de la germinación de las semillas durante 30 días, determinando el porcentaje de germinación al final del periodo, así como la velocidad de germinación (t50) calculada como el número de días transcurridos hasta obtener la mitad de las semillas que germinaron en 30 días. No se encontraron diferencias significativas en el porcentaje de germinación de acuerdo al tiempo de almacenamiento, con un 91% de germinación de las semillas colectadas en septiembre del 2013 y un 89% de germinación de las semillas colectadas en septiembre del 2014. Es importante ampliar el experimento con más años de almacenamiento de las semillas para determinar el tiempo y las condiciones en que las semillas almacenadas pierden viabilidad.
cartel	ID:142 	Ecología de la Conservación	DIVERSIDAD DE ESPECIES DE ENCINOS Y ECTOMICORRIZAS EN EL ALTIPLANO POTOSINO  	hongos ectomicorrízicos, encinares relicto, Altiplano Potosino, interacciones ecológicas, taxonomía 	AlejandraCabreraRodríguez	El primer paso para conservar el recurso natural es su conocimiento. Al respecto en las zonas áridas existen encinares relicto que han sido poco estudiados, aunque son de amplio valor ecológico. El objetivo fue identificar especies de encinos y hongos ectomicorrízicos, así como su asociación, en el Altiplano Potosino. El trabajo se realizó en dos encinares relicto ubicados en Salinas (Peñón Blanco) y en Venado (Sierra de Guanamé), S.L.P. En cada sitio se realizaron tres transectos de longitud variable; recolectándose muestras de encinos y de cuerpos fructíferos de hongos. Las especies de encino se identificaron mediante claves dicotómicas y comparación con ejemplares del herbario Isidro Palacios del IIZD-UASLP. Las ectomicorrizas se identificaron con ayuda de un especialista (Jesús Pérez Moreno) y por comparación con sus colectas. En Peñón Blanco se identificó a Quercus jonesii, Q. eduardii, Q. potosina, y en Guanamé a Q. pringlei y Q. tinkhamii. Se registraron siete géneros de hongo: Russula, Amanita, Helvella, Vascelum, Tulostoma, Hygrocybe y Astraeus. Se encontró asociación de Q. jonesii con Russula y Amanita; Q. eduardii con Amanita; Q. pringlei con Helvella, Tulostoma y Vascelum; y Q. tinkhamii con Hygrocybe y Astraeus. Las especies Q. jonesii, Q. eduardii y Q. pringlei son consideradas como nuevos registros en el área de estudio. La diversidad y actividad microbiota del suelo, como son los hongos ectomicorrízicos, es la base de uno de los mecanismos que más contribuye a la conservación, desarrollo y mantenimiento de la cubierta vegetal y, por ende, a la estabilidad y funcionamiento del ecosistema. Se aporta información, sobre la relación encino-ectomicorriza, fundamental para programas de restauración, conservación y aprovechamiento de los encinares en zonas áridas.
cartel	ID:191 	Ecología de la Conservación	EVALUACIÓN DEL RIESGO DE EXTINCIÓN (MER) DE LA ESPECIE RARA TILLANDSIA MAURYANA (BROMELIACEAE)  	Conservación, MER, Demografía matricial, rareza, nivel de disturbio, 	ValeriaPetrone,MaríaTeresaValverdeValdés,MarianaHernándezApolinar	Tillandsia mauryana es una especie rupícola que se distribuye en acantilados de las Barrancas de Metztitlán y Tolantongo, Hidalgo; actualmente está enlistada en el Apéndice II de CITES debido a su rareza y a que existen evidencias sobre su comercio. Puesto que en nuestro país no se han tomado medidas para su protección, en este trabajo aplicamos el Método de Evaluación de Riesgo de Extinción de plantas (MER), según la NOM-059-SEMARNAT-2010, para evaluar si es necesario fomentar activamente su conservación. Para ello, 1) llevamos a cabo un estudio de su distribución geográfica mediante el mapeo de sus poblaciones (en Oaxaca, Guerrero, Morelos, Hidalgo, Zacatecas y Jalisco); 2) evaluamos el nivel de conservación de su hábitat; 3) analizamos la relación entre el nivel de disturbio y la densidad poblacional; y 4) llevamos a cabo un estudio demográfico de una de sus poblaciones. Encontramos solamente 30 poblaciones de T. mauryana, todas en el estado de Hidalgo (Metztitlán y Tolantongo). Los sitios en los que se distribuye varían en su estado conservación y la extracción de roca y la urbanización son las principales causas de deterioro de su hábitat. Las mayores densidades poblacionales se observan en hábitats con niveles intermedios de disturbio. El estudio demográfico de la población estudiada sugiere que está numéricamente estable (0.981, I.C.95%= 0.909 - 1.045); la mortalidad de plántulas y la supervivencia de los individuos de tamaños relativamente grandes afectan fuertemente a . Al vaciar los datos obtenidos en el MER, se obtuvo una puntuación de 1.81, que indica que T. mauryana debe ser catalogada como Amenazada (A). Uno de los factores más importantes que definió este resultado fue lo reducido de su área de distribución geográfica. Es indispensable considerar estas observaciones para elaborar un plan de manejo y conservación que permita asegurar la persistencia de esta especie.
cartel	ID:197 	Ecología de la Conservación	DIVERSIDAD Y ESTRATIFICACIÓN VERTICAL DE ORQUÍDEAS Y BROMELIAS EN UN BOSQUE MONTANO CON APROVECHAMIENTO FORESTAL  	Riqueza de epífitas, árbol hospedero, extracción de madera, índice de diversidad, estructura vertical. 	NayelyMartínezMeléndez,SergioLópezMendoza,MiguelÁngelPérezFarrera,JoséGGarcíaFranco	La conservación de la diversidad vegetal en los sistemas manejados es una de las preocupaciones actuales y poco dedicado a las plantas epífitas. Se estudió la variación de la diversidad y distribución de orquídeas y bromelias en árboles hospederos en un bosque de encinos con aprovechamiento forestal MDS (Método de Desarrollo Silvícola); en la región Chimalapas-Uxpanapa al Noroeste de Chiapas. Se colectaron datos en 90 individuos de Quercus con DAP ? 20cm en tres sitios: uno con aprovechamiento de madera desde el año 2004, otro desde 2007 y uno sin aprovechamiento. Se calculó el índice de diversidad en cada sitio. Se analizó la distribución vertical de las epífitas en los hospederos, los que se dividieron en cinco zonas, desde la base del tronco hasta la copa. Un total de 38 especies fueron registradas, 28 orquídeas y 10 bromelias; 23 especies en Corte 2004, 24 en Corte 2007 y 30 en sin aprovechamiento. El sitio sin aprovechamiento tuvo la mayor riqueza de orquídeas. Catopsis berteroniana y Tillandsia seleriana se reportaron en la NOM 059, como Protegida y Amenazada respectivamente. El análisis de diversidad indicó que orquídeas y bromelias no difieren entre los sitios estudiados, pero en análisis separados por familia, las bromelias presentaron diferencias significativas entre los sitios. Los análisis de correspondencia mostraron que hay diferencias en la distribución de epífitas en los hospederos; 15 especies mostraron preferencia por algún estrato del hospedero. En general, Trichocentrum sp. prefirió la zona 1, Dinema polybulbon la zona 2, Epidendrum citrosmum y Nemaconia striata la zona 3, y Catopsis berteroniana prefirió la zona 5. En el sitio sin aprovechamiento, más especies de epífitas presentaron preferencia por algún estrato. Estos resultados sugieren que el manejo aplicado en este predio aún ha podido conservar las comunidades de orquídeas y bromelias, aunque se sugiere continuar el estudio.
cartel	ID:235 	Ecología de la Conservación	GERMINACIÓN DE SEMILLAS DE MAGNOLIA PUGANA, ESPECIE EN PELIGRO DE EXTINCIÓN DEL OCCIDENTE DE MÉXICO  	Latencia, Magnolia pugana, tratamientos pre-germinativos, viabilidad. 	CésarJacoboPereira,RosadeLourdesRomoCampos,JoelFloresRivas	Magnolia pugana H. H. Iltis & A. Vázquez) A. Vázquez & Carvajal es una especie endémica y en peligro de extinción del occidente de México, se distribuye en las barrancas del sur de Zacatecas y centro-norte de Jalisco. Con el fin de determinar el porcentaje de viabilidad, imbibición de la semilla e identificar los tratamientos pre-germinativos éxitos para M. pugana. Se colectaron 2,400 semillas de individuos distintos en cuatro localidades, tres localizadas en Jalisco: Centro Universitario de Ciencias Biológicas y Agropecuarias, San Lorenzo, San Nicolás y la cuarta que está en Palo Verde en Zacatecas. Los tratamientos pre-germinativos utilizados fueron los siguientes: (i) remoción manual del arilo, (ii) remoción de arilo por lixiviación, remojo en ácido giberélico: (iii) 100 mg l-1, (iv) 200 mg l-1 y (v) 300 mg l-1y (vi) control. Se utilizaron 100 semillas por tratamiento con cinco repeticiones cada una. Para las pruebas de germinación, se realizó análisis de varianza de dos vías. Las diferencias se determinaron con la prueba de comparación múltiple de Tukey (? = 0.05). Todos los análisis fueron realizados con el paquete estadístico SAS (SAS 2002). Los resultados obtenidos mostraron 67% de viabilidad. El tratamiento que presentó el mayor porcentaje de germinación para las cuatro localidades fue la remoción manual del arilo con 52%, mientras que el tratamiento con menor número de semillas germinadas fue el control con 3.5%. Por localidad San Lorenzo obtuvo el mayor porcentaje de germinación con 16.5%, mientras que San Nicolás registró el menor porcentaje. Los tratamientos pre-germinativos no lograron romper la latencia. Las semillas de las cuatro localidades embebieron agua por lo que no se presenta la latencia física. La siembra y germinación de semillas de M. pugana en condiciones controladas de invernadero puede ser una práctica exitosa para la propagación y conservación de esta especie.
cartel	ID:272 	Ecología de la Conservación	INTERACCIÓN DE HONGOS ENDÓFITOS EN PLÁNTULAS DE QUERCUS HINTONII WARB., ENDÉMICO DEL ESTADO DE MÉXICO  	Desarrollo vegetal, encinos, hongos septados, micorrizas, restauración, endófitos. 	IrmaReyesJaramillo,EberSilvaGonzález,NoéManuelMontañoArias	Con el objetivo de conocer la interacción de los hongos micorrícicos arbusculares (HMA) en etapas tempranas en plántulas de Q. hintonii, se empleó un inóculo de HMA de origen cubano y se sembraron bellotas de Q. hintonii de Rincón de Ugarte, Tejupilco de Hidalgo, México. Se empleó un sustrato comercial de Sphagnum y charolas de semilleros para uso forestal, se agregaron 5g de inóculo por planta, se mantuvieron en una germinadora con 12hrs luz/oscuridad a 25?C. Se monitorearon los hongos en períodos de 4, 6 y 7 meses. Las raíces se aclararon y tiñeron con azul de tripano y se tomaron microfotografías de las estructuras fúngicas, se evaluó el porcentaje de colonización de los hongos y el desarrollo de las plántulas. No se registró colonización de HMA, pero sí de endófitos septados provenientes del inóculo y del substrato usado. Se observaron células moniliformes (CME), microesclerocios e hifas septadas (MSE). Las plántulas con inóculo micorrícico presentaron hasta un 50% de colonización por hongos septados. Las plántulas de cuatro meses tuvieron mayor colonización por endófitos (41%) que las plántulas control (5%). En contraste, las de seis y siete meses sus porcentajes fueron más bajos (12-14%) y no diferentes del control. Las plántulas de cuatro meses tuvieron mayor diámetro de tallo, número de hojas, peso seco de tallo y hojas, raíces y biomasa total, comparadas con las plántulas control. Estas variables, excepto el número de hojas, correlacionaron negativamente con CME y MSE al finalizar los seis meses. Este estudio sugiere que la colonización por hongos endófitos septados en Quercus hintonii es mayor y tiene un efecto favorable sobre el desarrollo de la plántula en sus primeros cuatro meses de vida, lo que podría potenciar su establecimiento, mientras que los HMA del inóculo utilizado no interaccionaron con ésta especie de encino.
